height,weight,label 
181,43,thin
198,66,thin
197,46,thin
179,53,thin
186,63,thin
154,80,fat
163,78,fat
157,61,normal
160,67,fat
182,80,normal
186,58,thin
170,63,normal
190,58,thin
191,74,normal
150,56,normal
159,49,normal
155,58,normal
160,66,fat
154,80,fat
188,80,normal
178,58,thin
151,64,fat
169,51,thin
178,78,normal
155,40,thin
159,57,normal
172,76,fat
194,73,normal
155,65,fat
161,61,normal
174,44,thin
187,77,normal
164,50,normal
168,65,normal
168,51,thin
175,43,thin
192,46,thin
181,40,thin
162,75,fat
173,70,normal
191,77,normal
193,75,normal
188,51,thin
152,45,normal
172,46,thin
154,53,normal
166,71,fat
193,42,thin
158,80,fat
176,49,thin
150,54,normal
182,64,normal
155,65,fat
163,50,normal
185,47,thin
192,50,thin
200,60,thin
159,42,thin
170,63,normal
160,43,thin
160,57,normal
155,57,normal
172,52,thin
185,64,normal
170,70,normal
174,43,thin
159,58,normal
179,66,normal
152,55,normal
158,49,normal
168,71,fat
157,64,fat
153,40,thin
182,52,thin
152,52,normal
168,68,normal
192,73,normal
174,60,normal
171,76,fat
162,54,normal
197,66,thin
187,54,thin
182,74,normal
158,74,fat
151,52,normal
168,60,normal
192,41,thin
185,71,normal
171,65,normal
190,50,thin
174,68,normal
198,64,thin
200,72,thin
191,69,normal
188,60,thin
194,44,thin
156,53,normal
189,49,thin
173,52,thin
175,61,normal
186,73,normal
158,68,fat
152,41,thin
171,54,thin
178,49,thin
171,59,normal
172,60,normal
194,57,thin
197,52,thin
199,78,normal
180,78,normal
182,53,thin
181,74,normal
192,44,thin
160,72,fat
195,75,normal
196,80,normal
188,58,thin
162,69,fat
185,67,normal
191,46,thin
156,42,thin
178,55,thin
196,74,normal
157,78,fat
162,64,normal
177,54,thin
153,48,normal
160,41,thin
160,50,normal
194,54,thin
181,51,thin
180,62,normal
163,75,fat
168,76,fat
198,80,normal
156,50,normal
156,75,fat
159,80,fat
189,79,normal
182,78,normal
166,49,thin
174,73,normal
166,69,fat
184,80,normal
157,69,fat
158,50,normal
194,76,normal
183,42,thin
169,68,normal
177,42,thin
164,65,normal
191,71,normal
176,71,normal
172,62,normal
200,65,thin
196,55,thin
200,43,thin
184,63,normal
156,64,fat
185,66,normal
196,76,normal
161,71,fat
196,73,normal
176,71,normal
154,65,fat
190,75,normal
167,72,fat
195,77,normal
158,41,thin
153,79,fat
167,55,normal
190,53,thin
171,51,thin
178,51,thin
182,54,thin
186,44,thin
173,55,thin
187,73,normal
196,42,thin
181,48,thin
195,52,thin
159,77,fat
155,68,fat
196,51,thin
177,44,thin
199,74,normal
161,53,normal
193,57,thin
151,41,thin
182,73,normal
196,59,thin
166,41,thin
160,54,normal
170,56,normal
153,70,fat
192,62,thin
186,59,thin
199,52,thin
177,68,normal
165,48,thin
177,69,normal
176,49,thin
170,45,thin
156,53,normal
189,52,thin
189,51,thin
185,54,thin
197,53,thin
181,41,thin
157,45,thin
192,53,thin
161,56,normal
200,62,thin
157,57,normal
177,58,normal
195,70,thin
166,55,normal
171,80,fat
196,59,thin
186,66,normal
177,73,normal
150,45,normal
190,71,normal
168,58,normal
185,53,thin
193,43,thin
151,51,normal
177,49,thin
192,52,thin
187,40,thin
160,42,thin
161,78,fat
172,59,normal
193,63,thin
168,77,fat
176,77,normal
169,61,normal
162,48,thin
176,62,normal
182,46,thin
184,77,normal
158,41,thin
153,47,normal
191,79,normal
165,67,normal
170,69,normal
151,48,normal
177,75,normal
197,59,thin
150,49,normal
198,44,thin
173,80,fat
187,54,thin
170,57,normal
192,61,thin
168,50,thin
179,61,normal
175,56,thin
188,79,normal
156,49,normal
169,58,normal
193,76,normal
185,75,normal
199,71,thin
180,63,normal
161,54,normal
170,49,thin
156,61,fat
173,57,normal
180,46,thin
181,75,normal
193,80,normal
199,58,thin
153,73,fat
182,51,thin
173,43,thin
193,68,thin
165,75,fat
182,57,thin
182,63,normal
174,72,normal
166,67,normal
177,55,thin
172,48,thin
198,74,normal
169,49,thin
165,48,thin
161,57,normal
158,73,fat
174,65,normal
197,41,thin
197,76,normal
182,68,normal
192,40,thin
191,49,thin
169,48,thin
152,78,fat
155,60,normal
159,43,thin
160,69,fat
193,53,thin
199,69,thin
173,53,thin
177,62,normal
199,74,normal
175,44,thin
176,66,normal
188,54,thin
155,67,fat
151,50,normal
162,71,fat
152,78,fat
158,68,fat
170,59,normal
168,79,fat
183,64,normal
192,43,thin
151,49,normal
193,69,normal
158,79,fat
173,71,normal
186,73,normal
155,78,fat
164,76,fat
155,66,fat
153,73,fat
171,54,thin
180,48,thin
184,55,thin
166,58,normal
153,44,normal
160,80,fat
173,43,thin
160,54,normal
192,73,normal
165,77,fat
169,78,fat
157,76,fat
158,58,normal
156,65,fat
181,73,normal
193,54,thin
155,52,normal
159,41,thin
160,54,normal
163,41,thin
177,47,thin
193,44,thin
195,46,thin
162,51,normal
151,62,fat
185,78,normal
161,59,normal
172,60,normal
151,64,fat
158,56,normal
165,65,normal
180,72,normal
173,73,normal
184,53,thin
175,43,thin
194,77,normal
194,60,thin
184,41,thin
186,57,thin
191,78,normal
195,64,thin
174,60,normal
155,61,fat
175,59,normal
150,60,fat
171,44,thin
172,51,thin
177,44,thin
194,44,thin
186,61,thin
164,42,thin
195,45,thin
161,60,normal
154,78,fat
167,44,thin
199,57,thin
178,67,normal
172,64,normal
178,45,thin
180,65,normal
172,72,normal
160,63,normal
151,71,fat
173,42,thin
186,44,thin
170,70,normal
195,46,thin
176,47,thin
169,47,thin
150,60,fat
168,53,normal
183,41,thin
193,49,thin
173,56,normal
196,47,thin
163,47,thin
168,59,normal
195,66,thin
191,64,thin
197,57,thin
197,45,thin
177,78,normal
190,41,thin
150,47,normal
176,44,thin
160,72,fat
188,60,thin
150,70,fat
173,50,thin
193,57,thin
186,68,normal
187,41,thin
181,44,thin
163,43,thin
171,64,normal
191,67,thin
171,41,thin
162,59,normal
189,77,normal
172,70,normal
150,77,fat
152,68,fat
168,80,fat
180,73,normal
174,44,thin
196,67,thin
178,50,thin
177,52,thin
172,56,normal
167,44,thin
182,51,thin
150,40,thin
166,58,normal
175,62,normal
151,53,normal
175,56,thin
192,42,thin
160,52,normal
184,68,normal
152,75,fat
180,40,thin
185,78,normal
157,69,fat
163,70,fat
198,70,thin
152,74,fat
161,45,thin
166,74,fat
153,64,fat
166,55,normal
196,51,thin
163,44,thin
175,74,normal
198,50,thin
151,54,normal
168,79,fat
198,76,normal
171,52,thin
197,46,thin
180,63,normal
168,66,normal
197,69,thin
177,72,normal
179,79,normal
179,71,normal
189,72,normal
181,58,thin
184,43,thin
184,69,normal
171,69,normal
156,40,thin
185,60,thin
158,58,normal
174,58,normal
164,56,normal
151,55,normal
194,80,normal
196,40,thin
151,46,normal
184,49,thin
155,67,fat
163,48,thin
165,49,thin
190,71,normal
191,40,thin
185,50,thin
160,63,normal
180,65,normal
190,56,thin
159,51,normal
187,55,thin
172,54,thin
153,46,normal
179,44,thin
189,58,thin
167,59,normal
172,57,normal
196,60,thin
166,54,normal
187,46,thin
195,52,thin
178,79,normal
157,63,fat
151,61,fat
198,76,normal
164,49,thin
171,40,thin
189,49,thin
174,55,thin
186,43,thin
163,75,fat
187,58,thin
159,53,normal
156,76,fat
197,75,normal
161,62,normal
169,49,thin
162,51,normal
183,65,normal
151,58,fat
180,70,normal
176,75,normal
168,44,thin
159,53,normal
193,75,normal
200,59,thin
186,41,thin
184,76,normal
163,80,fat
191,78,normal
199,44,thin
189,62,thin
164,64,normal
156,78,fat
190,56,thin
157,69,fat
152,42,thin
185,73,normal
196,46,thin
179,78,normal
186,65,normal
152,70,fat
197,41,thin
151,50,normal
172,74,fat
161,52,normal
178,56,thin
170,52,thin
172,42,thin
189,52,thin
188,47,thin
172,77,fat
164,40,thin
190,54,thin
169,61,normal
178,57,thin
161,77,fat
151,52,normal
194,48,thin
164,70,fat
179,67,normal
155,45,normal
157,63,fat
195,41,thin
156,52,normal
165,40,thin
163,62,normal
199,72,thin
178,73,normal
165,72,fat
158,77,fat
184,53,thin
199,40,thin
181,52,thin
155,63,fat
166,73,fat
194,41,thin
179,40,thin
170,54,normal
169,65,normal
156,80,fat
153,57,normal
197,51,thin
182,71,normal
163,54,normal
187,67,normal
168,60,normal
154,50,normal
193,59,thin
184,67,normal
178,79,normal
168,46,thin
188,48,thin
182,58,thin
154,42,thin
182,61,thin
192,53,thin
176,58,normal
169,46,thin
194,46,thin
177,58,normal
150,58,fat
199,41,thin
181,52,thin
185,73,normal
200,58,thin
177,54,thin
170,48,thin
198,76,normal
197,43,thin
156,57,normal
180,52,thin
186,80,normal
194,67,thin
191,51,thin
171,71,normal
172,52,thin
196,55,thin
162,44,thin
184,75,normal
169,73,fat
162,55,normal
190,42,thin
154,70,fat
181,40,thin
158,79,fat
187,40,thin
154,44,normal
196,64,thin
188,47,thin
168,72,fat
196,78,normal
196,80,normal
166,56,normal
174,79,fat
178,69,normal
154,50,normal
156,54,normal
193,57,thin
150,56,normal
171,67,normal
183,75,normal
167,64,normal
172,77,fat
189,72,normal
194,42,thin
159,43,thin
165,57,normal
198,44,thin
172,66,normal
196,69,thin
183,45,thin
158,68,fat
173,74,normal
163,57,normal
152,67,fat
180,54,thin
157,43,thin
192,60,thin
189,51,thin
182,41,thin
155,57,normal
174,57,normal
154,63,fat
180,73,normal
177,57,thin
160,54,normal
156,51,normal
181,79,normal
163,53,normal
165,65,normal
193,74,normal
169,62,normal
163,55,normal
185,74,normal
195,64,thin
185,46,thin
165,65,normal
169,49,thin
195,69,thin
150,45,normal
166,55,normal
159,52,normal
150,77,fat
156,47,normal
187,54,thin
180,52,thin
161,61,normal
162,75,fat
173,42,thin
185,57,thin
172,57,normal
150,62,fat
176,43,thin
166,42,thin
179,63,normal
182,76,normal
167,70,fat
172,65,normal
199,52,thin
159,59,normal
176,44,thin
195,49,thin
171,68,normal
170,75,fat
168,76,fat
198,60,thin
169,55,normal
194,59,thin
172,45,thin
181,79,normal
199,71,thin
162,43,thin
166,80,fat
158,76,fat
191,66,thin
178,71,normal
189,43,thin
191,53,thin
153,46,normal
173,60,normal
164,45,thin
191,60,thin
164,76,fat
174,68,normal
170,57,normal
166,51,normal
168,72,fat
151,40,thin
179,69,normal
165,61,normal
179,72,normal
170,56,normal
200,54,thin
197,76,normal
191,77,normal
200,41,thin
159,58,normal
193,49,thin
165,60,normal
154,44,normal
166,69,fat
160,77,fat
189,66,thin
151,78,fat
179,72,normal
150,57,fat
151,50,normal
188,40,thin
191,53,thin
158,61,normal
195,50,thin
178,51,thin
154,68,fat
195,74,normal
196,62,thin
179,46,thin
163,41,thin
158,76,fat
173,72,normal
197,45,thin
161,77,fat
174,51,thin
179,70,normal
160,78,fat
178,60,normal
183,55,thin
189,76,normal
196,43,thin
173,70,normal
184,72,normal
171,67,normal
189,72,normal
155,73,fat
166,57,normal
164,76,fat
154,62,fat
196,70,thin
180,61,normal
200,44,thin
170,52,thin
189,53,thin
150,55,normal
189,48,thin
174,70,normal
186,59,thin
176,56,thin
158,49,normal
183,77,normal
181,61,normal
153,80,fat
180,45,thin
182,79,normal
185,59,thin
172,67,normal
197,68,thin
183,52,thin
195,62,thin
178,45,thin
184,45,thin
154,64,fat
180,80,normal
152,55,normal
175,78,fat
152,62,fat
175,42,thin
193,69,normal
156,61,fat
192,49,thin
198,61,thin
188,76,normal
194,75,normal
187,65,normal
190,47,thin
193,42,thin
183,52,thin
196,77,normal
154,62,fat
158,59,normal
195,51,thin
189,80,normal
195,68,thin
175,62,normal
171,42,thin
191,80,normal
177,49,thin
167,52,normal
188,56,thin
188,73,normal
176,51,thin
187,59,thin
198,73,normal
189,54,thin
158,45,thin
193,62,thin
151,55,normal
172,49,thin
158,72,fat
164,41,thin
186,53,thin
191,77,normal
161,48,normal
192,71,normal
198,67,thin
196,52,thin
190,67,normal
196,71,thin
152,79,fat
182,60,thin
195,50,thin
197,58,thin
175,53,thin
185,51,thin
152,67,fat
186,44,thin
192,72,normal
157,80,fat
185,55,thin
163,60,normal
178,48,thin
186,76,normal
197,45,thin
198,65,thin
180,51,thin
191,46,thin
150,69,fat
199,43,thin
166,58,normal
164,64,normal
160,51,normal
178,71,normal
193,80,normal
173,57,normal
161,77,fat
195,72,normal
155,41,thin
150,74,fat
165,44,thin
164,47,thin
175,78,fat
159,77,fat
160,74,fat
187,48,thin
171,50,thin
175,69,normal
167,69,normal
176,60,normal
193,48,thin
187,51,thin
169,63,normal
159,65,fat
177,71,normal
196,69,thin
177,63,normal
185,53,thin
152,44,normal
150,64,fat
158,50,normal
183,56,thin
190,43,thin
189,62,thin
161,59,normal
182,65,normal
167,62,normal
151,63,fat
199,61,thin
191,62,thin
178,74,normal
154,79,fat
196,75,normal
157,41,thin
176,70,normal
188,57,thin
169,75,fat
172,51,thin
159,76,fat
163,53,normal
196,71,thin
199,79,normal
169,67,normal
194,80,normal
170,65,normal
191,75,normal
176,64,normal
187,63,thin
154,53,normal
162,64,normal
157,73,fat
156,55,normal
178,41,thin
158,47,normal
162,69,fat
197,49,thin
170,61,normal
167,58,normal
193,59,thin
196,53,thin
171,73,normal
171,77,fat
181,65,normal
167,51,thin
178,59,normal
157,59,normal
151,40,thin
151,78,fat
165,55,normal
193,57,thin
171,69,normal
171,71,normal
160,74,fat
195,61,thin
200,61,thin
159,71,fat
194,67,thin
154,74,fat
185,49,thin
163,58,normal
168,69,normal
153,70,fat
190,58,thin
183,76,normal
167,41,thin
162,41,thin
173,50,thin
180,56,thin
153,55,normal
195,76,normal
196,48,thin
190,54,thin
184,73,normal
199,40,thin
199,40,thin
150,67,fat
197,46,thin
189,53,thin
172,79,fat
189,68,normal
184,40,thin
199,73,thin
194,64,thin
158,45,thin
156,72,fat
177,54,thin
155,65,fat
194,62,thin
181,62,normal
169,53,normal
155,53,normal
150,45,normal
190,42,thin
198,74,normal
194,51,thin
165,56,normal
177,59,normal
175,70,normal
162,78,fat
169,71,normal
169,55,normal
172,70,normal
160,55,normal
186,65,normal
178,43,thin
180,70,normal
157,60,normal
180,58,thin
185,50,thin
191,79,normal
190,54,thin
157,58,normal
150,70,fat
198,69,thin
200,69,thin
188,70,normal
172,78,fat
181,72,normal
199,80,normal
187,74,normal
168,41,thin
185,74,normal
168,65,normal
157,74,fat
193,47,thin
151,68,fat
199,47,thin
178,50,thin
189,72,normal
184,57,thin
178,59,normal
172,57,normal
150,48,normal
197,62,thin
195,44,thin
153,74,fat
193,78,normal
199,51,thin
155,64,fat
186,63,thin
163,68,fat
159,56,normal
173,68,normal
151,42,thin
186,71,normal
152,72,fat
188,67,normal
200,76,normal
197,70,thin
166,44,thin
162,66,fat
171,73,normal
198,66,thin
197,50,thin
158,47,normal
165,54,normal
190,75,normal
196,50,thin
164,57,normal
183,47,thin
190,69,normal
154,44,normal
172,45,thin
176,70,normal
155,51,normal
197,70,thin
164,57,normal
165,47,thin
190,58,thin
188,48,thin
185,76,normal
153,75,fat
191,52,thin
180,64,normal
167,48,thin
155,51,normal
187,47,thin
156,54,normal
185,68,normal
174,43,thin
182,65,normal
171,42,thin
165,44,thin
194,61,thin
186,66,normal
183,74,normal
151,40,thin
199,64,thin
187,50,thin
186,66,normal
155,48,normal
173,57,normal
176,43,thin
165,58,normal
195,66,thin
158,58,normal
200,47,thin
180,62,normal
197,69,thin
151,71,fat
175,69,normal
158,44,thin
198,46,thin
175,73,normal
192,80,normal
198,71,thin
166,64,normal
199,73,thin
197,53,thin
180,50,thin
170,58,normal
166,47,thin
197,77,normal
196,47,thin
170,65,normal
166,63,normal
177,76,normal
177,46,thin
196,75,normal
181,52,thin
165,46,thin
172,62,normal
156,64,fat
187,63,thin
161,67,fat
150,67,fat
180,59,thin
159,70,fat
154,52,normal
184,43,thin
171,66,normal
156,40,thin
197,63,thin
180,43,thin
169,65,normal
195,58,thin
156,65,fat
184,77,normal
194,60,thin
156,49,normal
181,74,normal
172,65,normal
157,77,fat
169,47,thin
196,77,normal
193,42,thin
156,50,normal
162,52,normal
171,59,normal
177,72,normal
169,66,normal
156,59,normal
177,72,normal
197,62,thin
185,54,thin
192,79,normal
177,52,thin
185,74,normal
188,52,thin
150,66,fat
188,76,normal
183,73,normal
183,47,thin
195,53,thin
189,42,thin
150,40,thin
194,56,thin
196,60,thin
166,74,fat
178,40,thin
178,59,normal
196,49,thin
166,57,normal
167,75,fat
154,65,fat
192,69,normal
157,71,fat
163,78,fat
159,48,normal
191,50,thin
165,53,normal
197,64,thin
166,50,thin
188,63,thin
169,46,thin
189,73,normal
165,70,fat
196,65,thin
199,67,thin
150,43,normal
173,74,normal
191,53,thin
199,42,thin
165,60,normal
185,72,normal
181,57,thin
171,65,normal
178,72,normal
190,66,thin
165,72,fat
187,58,thin
156,63,fat
194,79,normal
180,69,normal
165,44,thin
181,78,normal
162,72,fat
196,79,normal
199,66,thin
182,76,normal
187,49,thin
175,45,thin
165,45,thin
166,76,fat
165,77,fat
176,52,thin
181,77,normal
172,45,thin
188,56,thin
153,59,fat
200,42,thin
164,50,normal
169,42,thin
179,50,thin
190,53,thin
195,64,thin
164,70,fat
173,53,thin
162,80,fat
178,69,normal
188,49,thin
177,74,normal
153,65,fat
193,41,thin
195,43,thin
158,66,fat
175,61,normal
161,80,fat
190,56,thin
155,49,normal
156,41,thin
160,73,fat
170,75,fat
152,53,normal
152,55,normal
198,75,normal
169,77,fat
154,57,normal
163,56,normal
183,50,thin
166,46,thin
157,50,normal
196,71,thin
178,45,thin
153,53,normal
194,63,thin
190,61,thin
181,62,normal
199,41,thin
152,60,fat
200,77,normal
171,70,normal
168,69,normal
167,63,normal
169,49,thin
163,43,thin
159,58,normal
157,68,fat
163,45,thin
157,47,normal
166,53,normal
199,48,thin
186,47,thin
194,62,thin
182,74,normal
155,75,fat
158,51,normal
177,49,thin
198,62,thin
193,51,thin
161,46,thin
177,68,normal
178,41,thin
164,78,fat
154,55,normal
162,78,fat
199,71,thin
188,49,thin
171,56,normal
185,78,normal
167,56,normal
153,65,fat
179,49,thin
190,44,thin
159,61,normal
160,58,normal
184,48,thin
161,71,fat
172,64,normal
194,63,thin
196,70,thin
173,48,thin
194,50,thin
162,51,normal
155,79,fat
182,67,normal
180,80,normal
169,69,normal
181,79,normal
152,66,fat
151,40,thin
175,69,normal
162,78,fat
173,74,normal
172,44,thin
150,57,fat
181,43,thin
167,76,fat
153,58,normal
167,53,normal
199,75,normal
186,72,normal
177,64,normal
194,60,thin
197,79,normal
192,59,thin
160,73,fat
198,77,normal
178,57,thin
170,53,thin
182,51,thin
151,52,normal
151,52,normal
191,46,thin
190,67,normal
198,42,thin
189,72,normal
158,64,fat
178,57,thin
191,47,thin
151,62,fat
195,80,normal
171,62,normal
170,80,fat
161,56,normal
179,63,normal
163,66,normal
167,69,normal
153,41,thin
153,65,fat
157,51,normal
159,71,fat
197,63,thin
162,47,thin
157,43,thin
183,79,normal
196,57,thin
177,48,thin
177,63,normal
169,47,thin
195,59,thin
174,42,thin
158,71,fat
193,66,thin
171,77,fat
194,76,normal
180,70,normal
196,63,thin
168,62,normal
179,40,thin
193,68,thin
153,49,normal
167,72,fat
186,58,thin
193,40,thin
200,62,thin
179,55,thin
192,47,thin
196,69,thin
155,77,fat
171,45,thin
194,48,thin
157,46,normal
167,68,normal
174,72,normal
151,49,normal
193,57,thin
175,71,normal
154,78,fat
152,63,fat
185,60,thin
175,59,normal
180,46,thin
176,79,fat
168,78,fat
153,79,fat
155,43,thin
186,58,thin
169,73,fat
188,44,thin
195,75,normal
191,58,thin
194,59,thin
195,62,thin
192,79,normal
155,57,normal
181,50,thin
191,55,thin
180,47,thin
163,57,normal
198,43,thin
155,69,fat
163,62,normal
170,52,thin
156,50,normal
163,64,normal
199,61,thin
198,55,thin
169,56,normal
182,47,thin
153,62,fat
161,46,thin
157,47,normal
192,47,thin
175,69,normal
164,66,normal
154,51,normal
192,67,thin
152,47,normal
175,62,normal
173,62,normal
182,48,thin
163,40,thin
166,56,normal
162,63,normal
173,72,normal
178,44,thin
195,77,normal
153,65,fat
156,47,normal
177,62,normal
182,77,normal
173,43,thin
162,60,normal
154,51,normal
179,60,normal
192,45,thin
184,65,normal
175,74,normal
177,72,normal
152,61,fat
153,40,thin
190,64,thin
168,48,thin
168,44,thin
180,70,normal
181,67,normal
154,69,fat
184,44,thin
175,74,normal
150,64,fat
191,49,thin
198,48,thin
195,58,thin
152,43,normal
166,53,normal
163,46,thin
171,59,normal
162,80,fat
162,69,fat
157,58,normal
168,55,normal
157,54,normal
165,61,normal
163,62,normal
166,40,thin
163,40,thin
199,52,thin
165,64,normal
181,64,normal
196,49,thin
161,64,normal
174,43,thin
200,41,thin
178,44,thin
191,68,normal
170,59,normal
153,53,normal
162,55,normal
190,43,thin
200,56,thin
159,46,thin
154,73,fat
182,53,thin
182,64,normal
157,42,thin
168,76,fat
178,46,thin
178,59,normal
184,45,thin
182,44,thin
199,67,thin
162,63,normal
165,52,normal
195,45,thin
176,49,thin
172,44,thin
195,68,thin
181,52,thin
174,70,normal
160,49,normal
196,80,normal
199,40,thin
157,63,fat
157,74,fat
179,72,normal
177,50,thin
182,70,normal
194,73,normal
173,69,normal
192,68,thin
199,42,thin
165,75,fat
177,42,thin
199,43,thin
190,50,thin
154,49,normal
156,58,normal
184,63,normal
183,56,thin
187,46,thin
161,40,thin
152,75,fat
173,61,normal
154,46,normal
187,70,normal
187,41,thin
187,59,thin
190,77,normal
168,74,fat
181,60,thin
162,79,fat
157,73,fat
181,46,thin
190,78,normal
182,67,normal
152,43,normal
157,42,thin
151,40,thin
160,46,thin
184,62,thin
161,42,thin
199,65,thin
173,58,normal
183,43,thin
175,41,thin
186,70,normal
196,52,thin
200,61,thin
171,54,thin
193,43,thin
185,55,thin
151,80,fat
190,56,thin
171,76,fat
194,60,thin
157,49,normal
184,51,thin
186,40,thin
153,74,fat
186,63,thin
160,51,normal
164,71,fat
187,40,thin
197,46,thin
185,51,thin
151,75,fat
190,52,thin
183,41,thin
159,59,normal
182,57,thin
179,59,thin
156,55,normal
176,58,normal
157,59,normal
177,47,thin
155,56,normal
193,72,normal
152,51,normal
180,71,normal
198,68,thin
156,63,fat
167,62,normal
198,56,thin
171,46,thin
174,40,thin
157,66,fat
171,75,fat
174,75,normal
175,55,thin
154,69,fat
195,71,normal
182,55,thin
156,73,fat
184,60,thin
185,48,thin
164,74,fat
183,70,normal
193,46,thin
189,74,normal
190,43,thin
158,60,normal
193,61,thin
163,46,thin
184,57,thin
185,78,normal
167,55,normal
189,49,thin
191,77,normal
156,48,normal
165,48,thin
186,52,thin
161,71,fat
186,50,thin
155,67,fat
174,63,normal
195,63,thin
173,59,normal
175,66,normal
194,75,normal
199,63,thin
161,75,fat
188,71,normal
174,66,normal
169,57,normal
186,59,thin
200,61,thin
157,63,fat
187,57,thin
151,55,normal
160,57,normal
168,66,normal
194,64,thin
176,45,thin
152,74,fat
182,64,normal
171,62,normal
188,64,thin
171,61,normal
176,58,normal
151,40,thin
151,67,fat
154,50,normal
183,69,normal
152,47,normal
195,58,thin
150,50,normal
171,54,thin
169,60,normal
165,74,fat
180,69,normal
153,51,normal
153,53,normal
188,52,thin
163,63,normal
154,63,fat
187,70,normal
163,47,thin
163,78,fat
151,51,normal
198,47,thin
185,61,thin
174,75,normal
185,67,normal
169,65,normal
175,64,normal
169,68,normal
176,76,normal
187,78,normal
199,66,thin
199,52,thin
191,54,thin
200,48,thin
162,57,normal
193,53,thin
168,41,thin
167,73,fat
162,49,normal
178,80,fat
183,63,normal
196,45,thin
182,64,normal
188,66,normal
152,52,normal
171,63,normal
170,75,fat
190,47,thin
152,77,fat
164,75,fat
182,70,normal
177,79,fat
174,71,normal
164,50,normal
157,59,normal
176,75,normal
197,76,normal
178,63,normal
186,64,thin
195,72,normal
183,52,thin
151,54,normal
152,61,fat
159,43,thin
176,71,normal
198,45,thin
168,50,thin
184,51,thin
176,74,normal
185,52,thin
169,57,normal
187,44,thin
188,48,thin
157,51,normal
196,48,thin
198,50,thin
199,79,normal
166,65,normal
169,71,normal
198,52,thin
168,41,thin
166,71,fat
176,50,thin
177,48,thin
163,69,fat
184,46,thin
194,75,normal
191,51,thin
200,73,thin
180,77,normal
151,56,normal
160,75,fat
193,78,normal
188,64,thin
194,48,thin
173,80,fat
193,45,thin
166,48,thin
173,44,thin
180,64,normal
184,56,thin
154,41,thin
156,60,normal
194,40,thin
184,55,thin
193,59,thin
169,42,thin
158,48,normal
171,43,thin
174,44,thin
194,74,normal
169,40,thin
195,52,thin
155,67,fat
157,55,normal
192,70,normal
151,48,normal
167,67,normal
167,57,normal
176,66,normal
153,70,fat
159,49,normal
185,79,normal
159,44,thin
170,64,normal
172,47,thin
191,41,thin
164,61,normal
191,70,normal
198,55,thin
164,59,normal
150,46,normal
175,52,thin
186,78,normal
157,63,fat
188,51,thin
155,72,fat
197,43,thin
168,47,thin
186,68,normal
199,80,normal
155,45,normal
162,60,normal
187,46,thin
175,56,thin
171,47,thin
199,68,thin
156,48,normal
151,45,normal
178,51,thin
173,49,thin
165,71,fat
193,78,normal
165,72,fat
196,51,thin
175,70,normal
189,50,thin
192,78,normal
191,63,thin
168,44,thin
192,65,thin
177,45,thin
169,57,normal
157,66,fat
171,76,fat
162,40,thin
199,77,normal
169,45,thin
157,62,fat
190,69,normal
197,62,thin
166,43,thin
199,80,normal
184,75,normal
181,63,normal
160,63,normal
167,64,normal
172,57,normal
194,73,normal
189,65,thin
186,40,thin
181,55,thin
179,63,normal
186,43,thin
182,48,thin
154,42,thin
187,79,normal
170,70,normal
188,41,thin
195,55,thin
170,42,thin
156,68,fat
158,68,fat
150,46,normal
158,41,thin
174,45,thin
187,40,thin
193,41,thin
176,69,normal
153,61,fat
181,77,normal
195,53,thin
160,62,normal
197,41,thin
182,48,thin
191,56,thin
165,69,fat
182,75,normal
163,40,thin
192,71,normal
185,64,normal
160,41,thin
160,71,fat
159,80,fat
184,75,normal
192,64,thin
182,41,thin
183,40,thin
198,61,thin
150,67,fat
152,60,fat
175,59,normal
179,40,thin
150,58,fat
165,52,normal
173,80,fat
158,47,normal
192,73,normal
196,58,thin
157,61,normal
162,41,thin
199,54,thin
178,57,thin
191,69,normal
168,75,fat
153,59,fat
168,54,normal
165,67,normal
177,58,normal
187,65,normal
158,61,normal
198,40,thin
160,53,normal
166,66,normal
171,45,thin
192,46,thin
199,53,thin
176,42,thin
193,65,thin
152,55,normal
177,79,fat
178,59,normal
174,56,thin
184,56,thin
180,61,normal
164,41,thin
175,65,normal
199,50,thin
151,74,fat
194,77,normal
167,76,fat
182,69,normal
199,52,thin
166,70,fat
195,58,thin
152,45,normal
197,64,thin
184,45,thin
191,56,thin
185,47,thin
161,45,thin
172,60,normal
151,54,normal
171,51,thin
184,78,normal
155,57,normal
161,40,thin
197,74,normal
175,73,normal
196,45,thin
191,45,thin
158,76,fat
151,45,normal
155,80,fat
157,77,fat
152,59,fat
154,54,normal
168,64,normal
196,48,thin
167,64,normal
195,53,thin
177,61,normal
154,54,normal
169,47,thin
186,57,thin
167,79,fat
188,76,normal
190,49,thin
152,68,fat
159,41,thin
185,73,normal
197,49,thin
167,57,normal
152,71,fat
174,55,thin
196,40,thin
165,70,fat
166,50,thin
172,58,normal
184,70,normal
194,58,thin
181,64,normal
187,45,thin
195,79,normal
192,67,thin
169,59,normal
189,70,normal
187,68,normal
174,65,normal
166,48,thin
195,79,normal
186,74,normal
154,55,normal
199,54,thin
172,45,thin
180,61,normal
184,64,normal
163,68,fat
153,79,fat
180,74,normal
179,74,normal
163,49,thin
185,47,thin
182,54,thin
183,44,thin
171,74,fat
191,66,thin
159,62,normal
177,68,normal
166,47,thin
171,49,thin
180,64,normal
189,62,thin
199,56,thin
170,73,fat
